CustomerID,Recency,Frequency,Monetary,Country,UniqueProducts,TotalQuantity,AvgTransactionValue,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
15555,12,20,4758.2,United Kingdom,404,4410,237.91,4,4,4,444,12,Champions
15556,24,1,279.77,United Kingdom,31,236,279.77,3,1,1,311,5,Promising
15557,29,1,473.65000000000003,United Kingdom,16,219,473.65000000000003,3,1,2,312,6,Promising
15561,12,5,722.74,United Kingdom,27,256,144.548,4,3,3,433,10,Champions
15562,352,1,134.55,United Kingdom,1,39,134.55,1,1,1,111,3,Hibernating
15563,9,7,1319.69,United Kingdom,88,1460,188.52714285714288,4,4,3,443,11,Champions
15565,50,2,173.16,United Kingdom,8,60,86.58,3,2,1,321,6,Promising
15567,19,1,186.01,United Kingdom,7,223,186.01,3,1,1,311,5,Promising
15568,3,3,758.29,United Kingdom,27,461,252.76333333333332,4,2,3,423,9,Champions
15569,104,5,1375.71,United Kingdom,27,666,275.142,2,3,3,233,8,Needs Attention
15570,7,13,4109.97,United Kingdom,232,2058,316.1515384615385,4,4,4,444,12,Champions
15571,12,4,650.4300000000001,United Kingdom,47,264,162.60750000000002,4,3,3,433,10,Champions
15572,5,7,2552.86,United Kingdom,166,1229,364.69428571428574,4,4,4,444,12,Champions
15573,32,2,607.45,United Kingdom,88,363,303.725,3,2,2,322,7,Promising
15574,178,4,702.25,United Kingdom,131,349,175.5625,1,3,3,133,7,At Risk
15576,38,1,940.6700000000001,United Kingdom,43,404,940.6700000000001,3,1,3,313,7,Others
15577,151,3,258.88,United Kingdom,39,89,86.29333333333334,1,2,1,121,4,Hibernating
15578,162,1,127.1,United Kingdom,13,52,127.1,1,1,1,111,3,Hibernating
15579,69,2,348.6,United Kingdom,45,120,174.3,2,2,2,222,6,Needs Attention
15581,121,14,3429.9700000000003,United Kingdom,134,286,244.99785714285716,2,4,4,244,10,Needs Attention
15582,25,3,682.9100000000001,United Kingdom,39,453,227.63666666666668,3,2,3,323,8,Needs Attention
15584,24,5,722.61,United Kingdom,89,312,144.522,3,3,3,333,9,Loyal Customers
15585,177,1,455.3,United Kingdom,31,320,455.3,1,1,2,112,4,Hibernating
15587,50,4,913.6800000000001,United Kingdom,3,312,228.42000000000002,3,3,3,333,9,Loyal Customers
15589,253,4,456.58,United Kingdom,28,242,114.145,1,3,2,132,6,Others
15590,289,1,-30.19,United Kingdom,1,-1,-30.19,1,1,1,111,3,Hibernating
15592,47,1,388.58,United Kingdom,24,354,388.58,3,1,2,312,6,Promising
15593,71,1,199.8,United Kingdom,5,60,199.8,2,1,1,211,4,Hibernating
15594,16,6,1767.53,United Kingdom,85,982,294.5883333333333,4,4,4,444,12,Champions
15596,101,9,1343.34,United Kingdom,51,548,149.26,2,4,3,243,9,Needs Attention
15597,30,2,315.71999999999997,United Kingdom,22,276,157.85999999999999,3,2,2,322,7,Promising
15598,35,3,235.68,United Kingdom,14,156,78.56,3,2,1,321,6,Promising
15599,27,2,761.74,United Kingdom,50,718,380.87,3,2,3,323,8,Needs Attention
15601,11,17,6745.36,United Kingdom,230,4978,396.78588235294114,4,4,4,444,12,Champions
15602,8,15,1083.63,United Kingdom,31,1001,72.242,4,4,3,443,11,Champions
15603,79,1,48.480000000000004,United Kingdom,2,96,48.480000000000004,2,1,1,211,4,Hibernating
15604,52,1,216.39,United Kingdom,17,159,216.39,2,1,1,211,4,Hibernating
15605,36,5,1198.23,United Kingdom,61,441,239.64600000000002,3,3,3,333,9,Loyal Customers
15606,57,11,2422.64,United Kingdom,51,720,220.23999999999998,2,4,4,244,10,Needs Attention
15607,337,1,104.76,United Kingdom,13,202,104.76,1,1,1,111,3,Hibernating
15608,28,4,1093.68,United Kingdom,59,714,273.42,3,3,3,333,9,Loyal Customers
15609,183,2,270.03000000000003,United Kingdom,16,145,135.01500000000001,1,2,1,121,4,Hibernating
15610,52,1,112.46000000000001,United Kingdom,6,66,112.46000000000001,2,1,1,211,4,Hibernating
15611,10,15,1568.39,United Kingdom,23,498,104.55933333333334,4,4,3,443,11,Champions
15612,36,2,195.15,United Kingdom,4,52,97.575,3,2,1,321,6,Promising
15615,10,27,10360.04,United Kingdom,185,5493,383.7051851851852,4,4,4,444,12,Champions
15618,33,5,747.031,United Kingdom,39,428,149.40619999999998,3,3,3,333,9,Loyal Customers
15619,11,1,336.40000000000003,United Kingdom,3,136,336.40000000000003,4,1,2,412,7,Promising
15620,50,6,1524.4,United Kingdom,92,899,254.0666666666667,3,4,3,343,10,Loyal Customers
15621,4,6,1158.77,United Kingdom,11,463,193.12833333333333,4,4,3,443,11,Champions
15622,3,16,3224.53,United Kingdom,169,1552,201.533125,4,4,4,444,12,Champions
15623,141,1,301.03,United Kingdom,19,125,301.03,2,1,2,212,5,Hibernating
15624,117,4,588.13,United Kingdom,26,357,147.0325,2,3,2,232,7,Needs Attention
15625,100,8,1504.56,United Kingdom,44,1166,188.07,2,4,3,243,9,Needs Attention
15626,75,2,675.8,United Kingdom,49,766,337.9,2,2,3,223,7,Needs Attention
15628,5,10,2865.64,United Kingdom,85,1882,286.56399999999996,4,4,4,444,12,Champions
15630,45,3,1180.4,United Kingdom,57,799,393.4666666666667,3,2,3,323,8,Needs Attention
15632,16,10,3147.31,United Kingdom,107,2049,314.731,4,4,4,444,12,Champions
15634,17,1,243.55,United Kingdom,15,99,243.55,4,1,1,411,6,Promising
15636,90,2,724.76,United Kingdom,20,284,362.38,2,2,3,223,7,Needs Attention
15637,53,1,223.36,United Kingdom,15,128,223.36,2,1,1,211,4,Hibernating
15638,301,1,-94.0,United Kingdom,2,-52,-94.0,1,1,1,111,3,Hibernating
15639,134,1,425.32,United Kingdom,25,323,425.32,2,1,2,212,5,Hibernating
15640,4,17,12433.34,United Kingdom,241,6572,731.3729411764706,4,4,4,444,12,Champions
15641,105,4,1887.2,United Kingdom,102,1562,471.8,2,3,4,234,9,Needs Attention
15643,179,6,647.4,United Kingdom,31,242,107.89999999999999,1,4,2,142,7,Others
15644,166,4,813.0,United Kingdom,166,557,203.25,1,3,3,133,7,At Risk
15645,19,1,612.01,United Kingdom,50,256,612.01,3,1,2,312,6,Promising
15646,158,4,425.14000000000004,United Kingdom,35,388,106.28500000000001,1,3,2,132,6,Others
15648,204,4,599.9,United Kingdom,24,213,149.975,1,3,2,132,6,Others
15649,336,2,816.0,United Kingdom,1,192,408.0,1,2,3,123,6,Hibernating
15651,37,3,646.3,United Kingdom,27,479,215.4333333333333,3,2,2,322,7,Promising
15652,91,1,337.74,United Kingdom,21,208,337.74,2,1,2,212,5,Hibernating
15653,93,2,877.4399999999999,United Kingdom,4,1200,438.71999999999997,2,2,3,223,7,Needs Attention
15654,9,2,922.53,United Kingdom,15,475,461.265,4,2,3,423,9,Champions
15655,233,2,511.32,United Kingdom,34,319,255.66,1,2,2,122,5,Hibernating
15656,45,4,748.5,United Kingdom,46,343,187.125,3,3,3,333,9,Loyal Customers
15657,23,1,30.0,United Kingdom,1,24,30.0,3,1,1,311,5,Promising
15658,190,8,958.9,United Kingdom,40,232,119.8625,1,4,3,143,8,At Risk
15659,44,1,306.45,United Kingdom,11,111,306.45,3,1,2,312,6,Promising
15660,25,12,1552.01,United Kingdom,55,1037,129.33416666666668,3,4,3,343,10,Loyal Customers
15661,317,2,309.8,United Kingdom,4,236,154.9,1,2,2,122,5,Hibernating
15663,106,1,138.14,United Kingdom,9,106,138.14,2,1,1,211,4,Hibernating
15664,51,2,358.63,United Kingdom,19,141,179.315,2,2,2,222,6,Needs Attention
15665,168,2,2242.01,United Kingdom,92,1666,1121.005,1,2,4,124,7,Hibernating
15667,40,1,301.32,United Kingdom,13,240,301.32,3,1,2,312,6,Promising
15668,218,1,76.32000000000001,United Kingdom,1,72,76.32000000000001,1,1,1,111,3,Hibernating
15669,40,5,677.69,United Kingdom,31,339,135.538,3,3,3,333,9,Loyal Customers
15670,297,1,173.05,United Kingdom,12,91,173.05,1,1,1,111,3,Hibernating
15671,19,10,2635.4900000000002,United Kingdom,52,1681,263.54900000000004,3,4,4,344,11,Loyal Customers
15673,88,4,2881.02,United Kingdom,107,1514,720.255,2,3,4,234,9,Needs Attention
15674,73,8,1744.02,United Kingdom,88,1075,218.0025,2,4,4,244,10,Needs Attention
15675,81,3,323.69,United Kingdom,20,527,107.89666666666666,2,2,2,222,6,Needs Attention
15676,9,5,3324.09,United Kingdom,191,2231,664.818,4,3,4,434,11,Champions
15677,49,1,657.23,United Kingdom,33,319,657.23,3,1,3,313,7,Others
15678,53,1,352.7,United Kingdom,12,184,352.7,2,1,2,212,5,Hibernating
15679,24,4,781.28,United Kingdom,98,1170,195.32,3,3,3,333,9,Loyal Customers
15680,9,3,1333.68,United Kingdom,61,952,444.56,4,2,3,423,9,Champions
15681,18,6,946.36,United Kingdom,32,556,157.72666666666666,3,4,3,343,10,Loyal Customers
15683,117,1,193.75,United Kingdom,10,131,193.75,2,1,1,211,4,Hibernating
15687,9,11,2981.5,United Kingdom,119,1308,271.04545454545456,4,4,4,444,12,Champions
15689,120,2,254.1,United Kingdom,8,84,127.05,2,2,1,221,5,Hibernating
15690,4,2,239.76,United Kingdom,19,408,119.88,4,2,1,421,7,Potential Loyalists
15691,252,1,136.8,United Kingdom,2,72,136.8,1,1,1,111,3,Hibernating
15692,28,1,191.04,United Kingdom,12,138,191.04,3,1,1,311,5,Promising
15694,1,15,6423.6,United Kingdom,42,1665,428.24,4,4,4,444,12,Champions
15695,267,2,409.98,United Kingdom,22,212,204.99,1,2,2,122,5,Hibernating
15696,33,12,2644.46,United Kingdom,140,1022,220.37166666666667,3,4,4,344,11,Loyal Customers
15699,18,1,309.65,United Kingdom,18,113,309.65,3,1,2,312,6,Promising
15700,172,3,664.03,United Kingdom,85,328,221.34333333333333,1,2,3,123,6,Hibernating
15701,2,4,1542.14,United Kingdom,193,923,385.535,4,3,3,433,10,Champions
15703,265,1,211.5,United Kingdom,5,66,211.5,1,1,1,111,3,Hibernating
15704,140,4,2293.62,United Kingdom,79,1028,573.405,2,3,4,234,9,Needs Attention
15705,201,1,143.1,United Kingdom,6,62,143.1,1,1,1,111,3,Hibernating
15706,60,7,1001.8100000000001,United Kingdom,50,305,143.1157142857143,2,4,3,243,9,Needs Attention
15707,35,4,945.58,United Kingdom,126,605,236.395,3,3,3,333,9,Loyal Customers
15708,41,11,3329.7200000000003,United Kingdom,124,1258,302.7018181818182,3,4,4,344,11,Loyal Customers
15709,284,1,133.25,United Kingdom,6,121,133.25,1,1,1,111,3,Hibernating
15712,9,5,1072.3600000000001,United Kingdom,41,486,214.47200000000004,4,3,3,433,10,Champions
15713,143,3,346.75,United Kingdom,18,149,115.58333333333333,2,2,2,222,6,Needs Attention
15714,12,2,330.88,United Kingdom,34,187,165.44,4,2,2,422,8,Potential Loyalists
15716,146,4,1118.81,United Kingdom,101,744,279.7025,1,3,3,133,7,At Risk
15717,234,1,150.3,United Kingdom,7,70,150.3,1,1,1,111,3,Hibernating
15719,33,14,5043.96,United Kingdom,299,2724,360.28285714285715,3,4,4,344,11,Loyal Customers
15720,24,1,598.73,United Kingdom,128,281,598.73,3,1,2,312,6,Promising
15721,12,1,507.08,United Kingdom,80,409,507.08,4,1,2,412,7,Promising
15722,36,6,2181.21,United Kingdom,47,1021,363.535,3,4,4,344,11,Loyal Customers
15723,365,1,203.1,United Kingdom,37,87,203.1,1,1,1,111,3,Hibernating
15724,201,3,212.3,United Kingdom,11,72,70.76666666666667,1,2,1,121,4,Hibernating
15725,15,1,415.25,United Kingdom,32,221,415.25,4,1,2,412,7,Promising
15727,17,7,5178.96,United Kingdom,213,3065,739.8514285714285,4,4,4,444,12,Champions
15728,49,1,-134.8,United Kingdom,4,-34,-134.8,3,1,1,311,5,Promising
15729,198,2,62.0,United Kingdom,5,24,31.0,1,2,1,121,4,Hibernating
15730,66,4,1108.38,United Kingdom,68,683,277.095,2,3,3,233,8,Needs Attention
15732,212,2,294.12,United Kingdom,13,215,147.06,1,2,2,122,5,Hibernating
15733,283,1,162.3,United Kingdom,10,62,162.3,1,1,1,111,3,Hibernating
15734,115,2,1339.45,United Kingdom,25,346,669.725,2,2,3,223,7,Needs Attention
15737,15,12,1121.21,United Kingdom,60,584,93.43416666666667,4,4,3,443,11,Champions
15738,19,19,4788.77,United Kingdom,46,2967,252.0405263157895,3,4,4,344,11,Loyal Customers
15739,66,1,449.12,United Kingdom,8,472,449.12,2,1,2,212,5,Hibernating
15740,49,1,154.88,United Kingdom,9,152,154.88,3,1,1,311,5,Promising
15743,16,4,784.46,United Kingdom,59,216,196.115,4,3,3,433,10,Champions
15744,78,1,34.8,United Kingdom,3,120,34.8,2,1,1,211,4,Hibernating
15745,9,6,1071.24,United Kingdom,57,412,178.54,4,4,3,443,11,Champions
15746,134,2,182.96,United Kingdom,28,130,91.48,2,2,1,221,5,Hibernating
15747,13,3,974.04,United Kingdom,52,480,324.68,4,2,3,423,9,Champions
15748,40,1,149.31,United Kingdom,19,51,149.31,3,1,1,311,5,Promising
15749,235,4,21535.9,United Kingdom,6,9014,5383.975,1,3,4,134,8,At Risk
15750,3,9,2451.23,United Kingdom,214,1779,272.3588888888889,4,4,4,444,12,Champions
15752,40,8,2628.93,United Kingdom,236,1973,328.61625,3,4,4,344,11,Loyal Customers
15753,305,1,79.2,United Kingdom,1,144,79.2,1,1,1,111,3,Hibernating
15754,51,4,455.67,United Kingdom,24,197,113.9175,2,3,2,232,7,Needs Attention
15755,1,8,2318.88,United Kingdom,127,1397,289.86,4,4,4,444,12,Champions
15756,61,4,532.96,United Kingdom,160,242,133.24,2,3,2,232,7,Needs Attention
15757,66,2,714.42,United Kingdom,43,491,357.21,2,2,3,223,7,Needs Attention
15758,25,1,205.25,United Kingdom,9,47,205.25,3,1,1,311,5,Promising
15759,218,3,253.04,United Kingdom,5,60,84.34666666666666,1,2,1,121,4,Hibernating
15762,65,2,583.75,United Kingdom,37,251,291.875,2,2,2,222,6,Needs Attention
15763,32,3,1048.67,United Kingdom,58,268,349.5566666666667,3,2,3,323,8,Needs Attention
15764,81,10,3245.47,United Kingdom,150,2036,324.54699999999997,2,4,4,244,10,Needs Attention
15766,64,1,315.06,United Kingdom,11,170,315.06,2,1,2,212,5,Hibernating
15768,116,4,581.8299999999999,United Kingdom,24,243,145.45749999999998,2,3,2,232,7,Needs Attention
15769,7,29,51823.72,United Kingdom,26,27660,1787.024827586207,4,4,4,444,12,Champions
15773,6,1,635.6800000000001,United Kingdom,10,311,635.6800000000001,4,1,2,412,7,Promising
15774,69,1,270.8,United Kingdom,25,87,270.8,2,1,1,211,4,Hibernating
15775,245,1,104.9,United Kingdom,7,68,104.9,1,1,1,111,3,Hibernating
15776,133,1,241.62,United Kingdom,18,138,241.62,2,1,1,211,4,Hibernating
15777,241,5,1021.61,United Kingdom,18,375,204.322,1,3,3,133,7,At Risk
15780,184,3,475.28000000000003,United Kingdom,26,220,158.42666666666668,1,2,2,122,5,Hibernating
15781,25,4,333.56,United Kingdom,20,178,83.39,3,3,2,332,8,Needs Attention
15782,10,4,2593.94,United Kingdom,34,863,648.485,4,3,4,434,11,Champions
15783,11,1,246.3,United Kingdom,14,212,246.3,4,1,1,411,6,Promising
15785,30,8,2303.75,United Kingdom,58,1594,287.96875,3,4,4,344,11,Loyal Customers
15786,44,5,4834.2,United Kingdom,257,3331,966.8399999999999,3,3,4,334,10,Loyal Customers
15787,26,3,948.05,United Kingdom,156,540,316.01666666666665,3,2,3,323,8,Needs Attention
15789,358,1,351.3,United Kingdom,25,438,351.3,1,1,2,112,4,Hibernating
15790,10,1,220.85,United Kingdom,34,114,220.85,4,1,1,411,6,Promising
15791,44,3,1604.44,United Kingdom,66,730,534.8133333333334,3,2,3,323,8,Needs Attention
15793,9,4,948.96,United Kingdom,6,552,237.24,4,3,3,433,10,Champions
15795,150,1,610.01,United Kingdom,42,581,610.01,1,1,2,112,4,Hibernating
15796,1,10,2666.61,United Kingdom,71,859,266.661,4,4,4,444,12,Champions
15797,113,4,2207.4,United Kingdom,8,873,551.85,2,3,4,234,9,Needs Attention
15799,76,3,884.14,United Kingdom,94,955,294.7133333333333,2,2,3,223,7,Needs Attention
15800,107,2,699.08,United Kingdom,116,335,349.54,2,2,3,223,7,Needs Attention
15801,46,4,1042.19,United Kingdom,61,562,260.5475,3,3,3,333,9,Loyal Customers
15802,143,3,-451.42,United Kingdom,1,-1,-150.47333333333333,2,2,1,221,5,Hibernating
15803,51,1,415.82000000000005,United Kingdom,8,290,415.82000000000005,2,1,2,212,5,Hibernating
15804,1,19,3848.55,United Kingdom,170,2515,202.55526315789476,4,4,4,444,12,Champions
15805,23,20,5452.17,United Kingdom,220,3337,272.6085,3,4,4,344,11,Loyal Customers
15806,46,3,784.58,United Kingdom,24,602,261.5266666666667,3,2,3,323,8,Needs Attention
15807,50,3,903.9,United Kingdom,48,430,301.3,3,2,3,323,8,Needs Attention
15808,306,5,3724.77,United Kingdom,143,1341,744.954,1,3,4,134,8,At Risk
15809,36,6,399.21,United Kingdom,31,251,66.535,3,4,2,342,9,Needs Attention
15810,79,7,1145.43,United Kingdom,66,737,163.63285714285715,2,4,3,243,9,Needs Attention
15811,17,9,2171.32,United Kingdom,117,1061,241.2577777777778,4,4,4,444,12,Champions
15812,107,5,1801.14,United Kingdom,36,922,360.228,2,3,4,234,9,Needs Attention
15813,208,2,1303.9099999999999,United Kingdom,40,603,651.9549999999999,1,2,3,123,6,Hibernating
15814,3,6,1842.73,United Kingdom,64,1247,307.12166666666667,4,4,4,444,12,Champions
15815,64,5,2100.6,United Kingdom,33,1856,420.12,2,3,4,234,9,Needs Attention
15819,49,4,1905.45,United Kingdom,96,1357,476.3625,3,3,4,334,10,Loyal Customers
15820,320,1,206.98,United Kingdom,17,128,206.98,1,1,1,111,3,Hibernating
15821,44,2,570.96,United Kingdom,57,202,285.48,3,2,2,322,7,Promising
15822,3,2,885.47,United Kingdom,28,375,442.735,4,2,3,423,9,Champions
15823,337,2,-840.76,United Kingdom,17,-283,-420.38,1,2,1,121,4,Hibernating
15825,172,1,532.94,United Kingdom,20,220,532.94,1,1,2,112,4,Hibernating
15826,51,4,1649.3600000000001,United Kingdom,64,962,412.34000000000003,2,3,4,234,9,Needs Attention
15827,73,20,1641.48,United Kingdom,73,842,82.074,2,4,4,244,10,Needs Attention
15829,99,2,636.14,United Kingdom,44,996,318.07,2,2,2,222,6,Needs Attention
15830,29,2,547.7,United Kingdom,39,409,273.85,3,2,2,322,7,Promising
15831,58,4,747.76,United Kingdom,64,1097,186.94,2,3,3,233,8,Needs Attention
15832,254,1,836.79,United Kingdom,54,465,836.79,1,1,3,113,5,Hibernating
15834,70,6,2084.9,United Kingdom,243,961,347.48333333333335,2,4,4,244,10,Needs Attention
15835,44,4,954.09,United Kingdom,47,439,238.5225,3,3,3,333,9,Loyal Customers
15836,45,2,117.47,United Kingdom,10,24,58.735,3,2,1,321,6,Promising
15837,65,1,391.98,United Kingdom,24,189,391.98,2,1,2,212,5,Hibernating
15838,11,21,33350.76,United Kingdom,56,9007,1588.1314285714286,4,4,4,444,12,Champions
15839,25,5,1020.74,United Kingdom,56,670,204.148,3,3,3,333,9,Loyal Customers
15840,59,3,345.66,United Kingdom,26,394,115.22000000000001,2,2,2,222,6,Needs Attention
15841,64,6,1209.1,United Kingdom,36,926,201.51666666666665,2,4,3,243,9,Needs Attention
15843,304,1,118.95000000000002,United Kingdom,8,27,118.95000000000002,1,1,1,111,3,Hibernating
15844,46,1,130.73999999999998,United Kingdom,11,134,130.73999999999998,3,1,1,311,5,Promising
15845,18,10,3650.87,United Kingdom,97,1918,365.087,3,4,4,344,11,Loyal Customers
15847,38,2,389.27,United Kingdom,22,449,194.635,3,2,2,322,7,Promising
15850,19,2,238.85,United Kingdom,87,302,119.425,3,2,1,321,6,Promising
15852,187,2,160.71,United Kingdom,22,48,80.355,1,2,1,121,4,Hibernating
15853,52,1,110.8,United Kingdom,29,135,110.8,2,1,1,211,4,Hibernating
15854,4,12,2974.65,United Kingdom,105,939,247.88750000000002,4,4,4,444,12,Champions
15855,137,5,712.24,United Kingdom,59,470,142.448,2,3,3,233,8,Needs Attention
15856,4,31,16173.67,United Kingdom,297,10941,521.7312903225807,4,4,4,444,12,Champions
15857,19,1,297.0,United Kingdom,14,308,297.0,3,1,2,312,6,Promising
15858,16,5,1438.85,United Kingdom,145,1167,287.77,4,3,3,433,10,Champions
15860,41,8,977.21,United Kingdom,105,440,122.15125,3,4,3,343,10,Loyal Customers
15861,12,9,3000.36,United Kingdom,339,2543,333.37333333333333,4,4,4,444,12,Champions
15862,8,4,832.88,United Kingdom,142,585,208.22,4,3,3,433,10,Champions
15863,26,2,68.84,United Kingdom,18,19,34.42,3,2,1,321,6,Promising
15864,22,8,1769.7800000000002,United Kingdom,16,1044,221.22250000000003,3,4,4,344,11,Loyal Customers
15865,41,3,895.13,United Kingdom,37,368,298.37666666666667,3,2,3,323,8,Needs Attention
15866,101,1,230.53,United Kingdom,43,126,230.53,2,1,1,211,4,Hibernating
15867,5,16,3797.79,United Kingdom,302,2052,237.361875,4,4,4,444,12,Champions
15869,277,2,149.64,United Kingdom,13,175,74.82,1,2,1,121,4,Hibernating
15870,33,1,354.09000000000003,United Kingdom,68,335,354.09000000000003,3,1,2,312,6,Promising
15872,15,2,360.93,United Kingdom,101,212,180.465,4,2,2,422,8,Potential Loyalists
15874,63,9,4330.67,United Kingdom,123,2506,481.18555555555554,2,4,4,244,10,Needs Attention
15877,2,3,440.78,United Kingdom,122,246,146.92666666666665,4,2,2,422,8,Potential Loyalists
15880,369,2,313.28000000000003,United Kingdom,95,187,156.64000000000001,1,2,2,122,5,Hibernating
15881,312,8,438.24,United Kingdom,26,199,54.78,1,4,2,142,7,Others
15882,199,5,495.36,United Kingdom,23,266,99.072,1,3,2,132,6,Others
15883,2,2,396.48,United Kingdom,42,223,198.24,4,2,2,422,8,Potential Loyalists
15885,93,3,379.35,United Kingdom,18,111,126.45,2,2,2,222,6,Needs Attention
15886,60,1,181.09,United Kingdom,12,147,181.09,2,1,1,211,4,Hibernating
15888,80,2,141.27,United Kingdom,11,60,70.635,2,2,1,221,5,Hibernating
15889,157,2,446.87,United Kingdom,79,215,223.435,1,2,2,122,5,Hibernating
15891,227,1,524.52,United Kingdom,60,442,524.52,1,1,2,112,4,Hibernating
15894,253,2,263.55,United Kingdom,35,168,131.775,1,2,1,121,4,Hibernating
15895,150,1,179.17,United Kingdom,11,94,179.17,1,1,1,111,3,Hibernating
15897,194,2,222.05,United Kingdom,17,261,111.025,1,2,1,121,4,Hibernating
15898,1,6,1384.68,United Kingdom,70,568,230.78,4,4,3,443,11,Champions
15899,369,1,56.25,United Kingdom,4,39,56.25,1,1,1,111,3,Hibernating
15900,24,1,351.11,United Kingdom,44,221,351.11,3,1,2,312,6,Promising
15901,17,3,363.88,United Kingdom,102,384,121.29333333333334,4,2,2,422,8,Potential Loyalists
15903,10,8,5126.34,United Kingdom,46,2409,640.7925,4,4,4,444,12,Champions
15904,8,1,164.68,United Kingdom,30,84,164.68,4,1,1,411,6,Promising
15906,20,8,1521.79,United Kingdom,114,538,190.22375,3,4,3,343,10,Loyal Customers
15907,4,3,967.45,United Kingdom,175,509,322.48333333333335,4,2,3,423,9,Champions
15909,174,1,191.94,United Kingdom,7,98,191.94,1,1,1,111,3,Hibernating
15910,1,8,1232.18,United Kingdom,215,1015,154.0225,4,4,3,443,11,Champions
15912,178,2,264.62,United Kingdom,19,185,132.31,1,2,1,121,4,Hibernating
15916,16,10,1491.24,United Kingdom,125,752,149.124,4,4,3,443,11,Champions
15917,248,1,123.1,United Kingdom,12,42,123.1,1,1,1,111,3,Hibernating
15918,191,2,334.23,United Kingdom,33,153,167.115,1,2,2,122,5,Hibernating
15919,20,2,639.89,United Kingdom,103,545,319.945,3,2,2,322,7,Promising
15920,154,4,167.5,United Kingdom,53,99,41.875,1,3,1,131,5,Others
15921,173,1,336.03000000000003,United Kingdom,24,166,336.03000000000003,1,1,2,112,4,Hibernating
15922,372,2,363.6,United Kingdom,11,136,181.8,1,2,2,122,5,Hibernating
15923,373,1,127.08,United Kingdom,21,122,127.08,1,1,1,111,3,Hibernating
15925,194,1,207.15,United Kingdom,12,93,207.15,1,1,1,111,3,Hibernating
15930,67,1,426.63,United Kingdom,21,139,426.63,2,1,2,212,5,Hibernating
15932,4,11,2461.85,United Kingdom,93,2311,223.80454545454543,4,4,4,444,12,Champions
15933,21,3,1107.46,United Kingdom,63,885,369.15333333333336,3,2,3,323,8,Needs Attention
15935,239,2,416.86,United Kingdom,12,115,208.43,1,2,2,122,5,Hibernating
15937,64,1,145.35,United Kingdom,7,73,145.35,2,1,1,211,4,Hibernating
15938,112,5,404.58,United Kingdom,13,240,80.916,2,3,2,232,7,Needs Attention
15939,90,16,6102.26,United Kingdom,28,4725,381.39125,2,4,4,244,10,Needs Attention
15940,311,2,31.799999999999997,United Kingdom,2,3,15.899999999999999,1,2,1,121,4,Hibernating
15942,134,1,337.44,United Kingdom,14,232,337.44,2,1,2,212,5,Hibernating
15944,277,1,325.1,United Kingdom,6,50,325.1,1,1,2,112,4,Hibernating
15945,365,1,181.0,United Kingdom,2,52,181.0,1,1,1,111,3,Hibernating
15947,83,1,1708.24,United Kingdom,29,898,1708.24,2,1,4,214,7,Hibernating
15948,8,2,955.24,United Kingdom,51,567,477.62,4,2,3,423,9,Champions
15949,17,2,364.72,United Kingdom,12,284,182.36,4,2,2,422,8,Potential Loyalists
15950,2,5,1705.26,United Kingdom,86,722,341.052,4,3,4,434,11,Champions
15951,1,3,669.57,United Kingdom,36,306,223.19000000000003,4,2,3,423,9,Champions
15952,34,4,806.57,United Kingdom,65,399,201.6425,3,3,3,333,9,Loyal Customers
15953,15,10,1634.53,United Kingdom,65,885,163.453,4,4,4,444,12,Champions
15955,24,16,4389.81,United Kingdom,137,2124,274.363125,3,4,4,344,11,Loyal Customers
15957,32,1,428.89,United Kingdom,40,211,428.89,3,1,2,312,6,Promising
15958,74,1,104.35,United Kingdom,7,33,104.35,2,1,1,211,4,Hibernating
15963,20,2,470.76,United Kingdom,26,298,235.38,3,2,2,322,7,Promising
15965,17,4,845.64,United Kingdom,88,453,211.41,4,3,3,433,10,Champions
15967,23,2,418.83,United Kingdom,73,211,209.415,3,2,2,322,7,Promising
15969,3,4,582.9,United Kingdom,20,120,145.725,4,3,2,432,9,Champions
15970,304,1,314.1,United Kingdom,11,116,314.1,1,1,2,112,4,Hibernating
15971,18,12,4199.85,United Kingdom,10,1717,349.9875,3,4,4,344,11,Loyal Customers
15973,236,3,99.77000000000002,United Kingdom,4,87,33.256666666666675,1,2,1,121,4,Hibernating
15974,39,8,3429.55,United Kingdom,141,2256,428.69375,3,4,4,344,11,Loyal Customers
15975,84,1,371.01,United Kingdom,24,243,371.01,2,1,2,212,5,Hibernating
15976,165,2,430.94,United Kingdom,83,277,215.47,1,2,2,122,5,Hibernating
15977,17,2,1054.73,United Kingdom,48,1016,527.365,4,2,3,423,9,Champions
15978,77,1,1098.78,United Kingdom,49,888,1098.78,2,1,3,213,6,Hibernating
15980,89,3,2398.86,United Kingdom,40,1560,799.62,2,2,4,224,8,Needs Attention
15981,25,8,3408.48,United Kingdom,53,1866,426.06,3,4,4,344,11,Loyal Customers
15983,22,4,1475.02,United Kingdom,82,892,368.755,3,3,3,333,9,Loyal Customers
15984,3,11,2816.97,United Kingdom,217,1833,256.0881818181818,4,4,4,444,12,Champions
15985,123,3,1037.42,United Kingdom,29,836,345.8066666666667,2,2,3,223,7,Needs Attention
15986,30,1,168.12,United Kingdom,14,268,168.12,3,1,1,311,5,Promising
15987,12,7,1451.28,United Kingdom,110,1556,207.32571428571427,4,4,3,443,11,Champions
